sentence,source,class
"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",yelp,negative
Do yourself a favor and stay away from this dish.,yelp,negative
Very poor service.,yelp,negative
No one at the table thought the food was above average or worth the wait that we had for it.,yelp,negative
"Best service and food ever, Maria our server was so good and friendly she made our day.",yelp,positive
They were excellent.,yelp,positive
I paid the bill but did not tip because I felt the server did a terrible job.,yelp,negative
Just had lunch here and had a great experience.,yelp,positive
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,yelp,negative
Food is way overpriced and portions are fucking small.,yelp,negative
I recently tried Caballero's and I have been back every week since!,yelp,positive
"for 40 bucks a head, i really expect better food.",yelp,negative
The food came out at a good pace.,yelp,positive
"I ate there twice on my last visit, and especially enjoyed the salmon salad.",yelp,positive
I won't be back.,yelp,negative
We could not believe how dirty the oysters were!,yelp,negative
This place deserves no stars.,yelp,negative
I would not recommend this place.,yelp,negative
"In fact I'm going to round up to 4 stars, just because she was so awesome.",yelp,positive
"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",yelp,negative
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",yelp,negative
the potatoes were great and so was the biscuit.,yelp,positive
I probably would not go here again.,yelp,negative
So flavorful and has just the perfect amount of heat.,yelp,positive
The price is reasonable and the service is great.,yelp,positive
"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",yelp,negative
My fella got the huevos rancheros and they didn't look too appealing.,yelp,negative
"Went in for happy hour, great list of wines.",yelp,positive
Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,yelp,positive
I probably won't be coming back here.,yelp,negative
Worst food/service I've had in a while.,yelp,negative
"This place is pretty good, nice little vibe in the restaurant.",yelp,positive
Talk about great customer service of course we will be back.,yelp,positive
"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",yelp,negative
I love their fries and their beans.,yelp,positive
Always a pleasure dealing with him.,yelp,positive
"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",yelp,positive
This place is awesome if you want something light and healthy during the summer.,yelp,positive
"For sushi on the Strip, this is the place to go.",yelp,positive
"The service was great, even the manager came and helped with our table.",yelp,positive
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,yelp,negative
"I started this review with two stars, but I'm editing it to give it only one.",yelp,negative
this is the worst sushi i have ever eat besides Costco's.,yelp,negative
"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",yelp,positive
My boyfriend and i sat at the bar and had a completely delightful experience.,yelp,positive
Weird vibe from owners.,yelp,negative
There was hardly any meat.,yelp,negative
I've had better bagels from the grocery store.,yelp,negative
Go To Place for Gyros.,yelp,positive
"I love the owner/chef, his one authentic Japanese cool dude!",yelp,positive
"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",yelp,negative
I found a six inch long piece of wire in my salsa.,yelp,negative
"The service was terrible, food was mediocre.",yelp,negative
We definately enjoyed ourselves.,yelp,positive
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,yelp,negative
"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",yelp,negative
I had about two bites and refused to eat anymore.,yelp,negative
The service was extremely slow.,yelp,negative
"After 20 minutes wait, I got a table.",yelp,negative
Seriously killer hot chai latte.,yelp,positive
"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",yelp,negative
My boyfriend tried the Mediterranean Chicken Salad and fell in love.,yelp,positive
Their rotating beers on tap is also a highlight of this place.,yelp,positive
Pricing is a bit of a concern at Mellow Mushroom.,yelp,negative
Worst Thai ever.,yelp,negative
If you stay in Vegas you must get breakfast here at least once.,yelp,positive
I want to first say our server was great and we had perfect service.,yelp,positive
The pizza selections are good.,yelp,positive
"I had strawberry tea, which was good.",yelp,positive
Highly unprofessional and rude to a loyal patron!,yelp,negative
"Overall, a great experience.",yelp,positive
Spend your money elsewhere.,yelp,negative
Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,yelp,positive
The Buffet at Bellagio was far from what I anticipated.,yelp,negative
"And the drinks are WEAK, people!",yelp,negative
-My order was not correct.,yelp,negative
"Also, I feel like the chips are bought, not made in house.",yelp,negative
After the disappointing dinner we went elsewhere for dessert.,yelp,negative
The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,yelp,positive
We won't be returning.,yelp,negative
This is my new fav Vegas buffet spot.,yelp,positive
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,yelp,negative
"Very, very sad.",yelp,negative
"i felt insulted and disrespected, how could you talk and judge another human being like that?",yelp,negative
"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",yelp,negative
I'm not impressed with the concept or the food.,yelp,negative
The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,yelp,negative
"There is really nothing for me at postinos, hope your experience is better",yelp,negative
I got food poisoning here at the buffet.,yelp,negative
They brought a fresh batch of fries and I was thinking yay something warm but no!,yelp,negative
"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",yelp,negative
"Needless to say, I won't be going back anytime soon.",yelp,negative
This place is disgusting!,yelp,negative
"Every time I eat here, I see caring teamwork to a professional degree.",yelp,positive
The RI style calamari was a joke.,yelp,negative
"However, there was so much garlic in the fondue, it was barely edible.",yelp,negative
"I could barely stomach the meal, but didn't complain because it was a business lunch.",yelp,negative
"It was so bad, I had lost the heart to finish it.",yelp,negative
It also took her forever to bring us the check when we asked for it.,yelp,negative
We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,yelp,negative
Disappointing experience.,yelp,negative
"The food is about on par with Denny's, which is to say, not good at all.",yelp,negative
"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",yelp,negative
WAAAAAAyyyyyyyyyy over rated is all I am saying.,yelp,negative
We won't be going back.,yelp,negative
The place was fairly clean but the food simply wasn't worth it.,yelp,negative
This place lacked style!!,yelp,negative
"The sangria was about half of a glass wine full and was $12, ridiculous.",yelp,negative
Don't bother coming here.,yelp,negative
"The meat was pretty dry, I had the sliced brisket and pulled pork.",yelp,negative
"The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again.",yelp,negative
It was equally awful.,yelp,negative
